"COLLECTION","CITATION_TYPE","TYPE_STATUS","NUMBER_CATALOG_ITEMS","NUMBER_OF_IMAGES","NUMBER_OF_TYPES_WITH_IMAGES","ENTERED_DATE"
"Mammalogy","Secondary","Paratype","1","1","1","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","1","1","2003"
"Mammalogy","Secondary","Paratype","1","1","1","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","2","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","2","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2003"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","2","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","2","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","1","1","2004"
"Mammalogy","Secondary","Paratype","1","1","1","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","2","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","2","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","2","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","5","1","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","3","0","0","2004"
"Mammalogy","Secondary","Paratype","2","0","0","2004"
"Mammalogy","Secondary","Paratype","2","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","5","1","2004"
"Mammalogy","Secondary","Paratype","1","5","1","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","5","1","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","4","1","2004"
"Mammalogy","Secondary","Paratype","1","4","1","2004"
"Mammalogy","Secondary","Paratype","1","4","1","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","2","1","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","3","1","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","2","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
"Mammalogy","Secondary","Paratype","1","0","0","2004"
